artist_name,expert_selection_system_ranking,peer_selection_system_ranking,market_selection_system_ranking,date_of_birth,date_of_death,age,active_years,gender,dominant_style,number_of_paintings,number_of_styles,career_stage,style_stage,visual_originality_max,visual_originality_mean,visual_originality_95th_percentile,visual_originality_dominant_style_max,visual_originality_dominant_style_mean,visual_originality_dominant_style_95th_percentile
maurice-de-vlaminck,0.7661498708010336,0.3828125,0.8948004836759371,1876,1958,0.6941176470588235,0.7073170731707317,0,post_impressionism,0.03351063829787234,0.2857142857142857,0.9833333333333332,0.9622641509433962,0.3161754051435635,0.2216159512752768,0.3220073941445236,0.2302513209613374,0.2302513209613374,0.2302513209613374
maurice-denis,0.8746770025839793,0.234375,0.7291414752116082,1870,1943,0.5882352941176471,0.3658536585365854,0,post_impressionism,0.02021276595744681,0.0,0.5454545454545454,0.3665234447973099,0.4491346140089779,0.4069773310501524,0.458668455404757,0.3202904395492989,0.3202904395492989,0.3202904395492989
maurice-prendergast,0.8152454780361758,0.6171875,0.6324062877871826,1858,1924,0.5058823529411764,0.3902439024390244,0,post_impressionism,0.1962765957446808,0.2857142857142857,0.3093333333333333,0.4106108724079955,0.3448754204406516,0.3567581362034372,0.3566198100006008,0.4052383804306126,0.3004059240164192,0.3863985352971676
maxime-maufra,0.3914728682170543,0.3359375,0.2551390568319226,1861,1918,0.4,0.4634146341463415,0,post_impressionism,0.07925531914893617,0.1428571428571428,0.1525423728813559,0.3297216514104241,0.2758923393136267,0.2853982363851114,0.2852875786303773,0.2579159649303801,0.2462855875760186,0.2576387807720014
mikhail-nesterov,0.3772609819121448,0.1640625,0.6952841596130592,1862,1942,0.6705882352941176,0.8170731707317073,0,realism,0.02553191489361702,0.4285714285714285,0.03773584905660377,0.3326504205305154,0.3003990449041071,0.3107493228724439,0.3106288357146053,0.2032354229778271,0.2032354229778271,0.2032354229778271
nicolae-tonitza,0.2971576227390181,0.1328125,0.4038694074969771,1886,1940,0.3647058823529412,0.3414634146341464,0,post_impressionism,0.03723404255319149,0.2857142857142857,0.1944444444444444,0.7573323370072856,0.3143012367163864,0.2583195377981851,0.3173681257850093,0.2710930204203585,0.2184909800369703,0.2612368244406543
oleksandr-bogomazov,0.0,0.0859375,0.162031438935913,1880,1930,0.3176470588235294,0.0975609756097561,0,post_impressionism,0.001063829787234043,0.1428571428571428,1.0,0.6697179151877451,0.3448464403455746,0.3567281575963986,0.3565898430171986,0.3067190272472421,0.3067190272472421,0.3067190272472421
pablo-picasso,1.0,0.953125,1.0,1881,1973,0.8117647058823529,1.0,0,cubism,0.3909574468085106,0.8571428571428571,0.4568733153638814,0.061573033707865175,0.5528452033724026,0.3485714624532177,0.5380830192790313,0.8014078940140388,0.6183513920170212,0.7639997784813377
paul-cezanne,0.8772609819121447,0.9765625,0.9879081015719468,1839,1906,0.5176470588235295,0.5609756097560976,0,post_impressionism,0.3026595744680851,0.4285714285714285,0.342560553633218,0.0018681113394358301,0.4369892028969825,0.2703712698691282,0.4180751512389081,0.6983888536811177,0.6702308394172809,0.6955730522547339
paul-gauguin,0.9844961240310076,0.8984375,0.9842805320435308,1848,1903,0.3764705882352941,0.3658536585365854,0,post_impressionism,0.2031914893617021,0.1428571428571428,0.9460154241645244,0.3943583037549038,0.3837494667112251,0.3385189998909006,0.3909746804974282,0.3073767054368988,0.2806833046832886,0.3047073653615376
paul-signac,0.9263565891472868,0.3359375,0.9201934703748488,1863,1935,0.5764705882352941,0.6463414634146342,0,post_impressionism,0.04202127659574468,0.1428571428571428,0.3466666666666667,0.3026340369886045,0.3994697009437607,0.4132334678892119,0.4130732444473408,0.3630974918817431,0.3098882625925098,0.3577765689528197
periklis-vyzantios,0.0,0.0859375,0.006045949214026569,1893,1972,0.6588235294117647,0.7073170731707317,0,post_impressionism,0.01276595744680851,0.2857142857142857,0.3846153846153846,0.8938912759200448,0.2603500208546634,0.2693204058496231,0.2692159819688282,0.2089873158235336,0.2089873158235336,0.2089873158235336
pierre-bonnard,0.9702842377260982,0.5078125,0.9576783555018138,1867,1947,0.6705882352941176,0.7073170731707317,0,post_impressionism,0.0797872340425532,0.0,0.0218978102189781,0.3140295161591631,0.4426557285760979,0.4579074742549225,0.4577299293141451,0.307851452086094,0.307851452086094,0.307851452086094
piet-mondrian,0.9806201550387597,0.171875,0.9564691656590084,1872,1944,0.5764705882352941,0.3170731707317073,0,impressionism,0.02872340425531915,0.4285714285714285,0.01612903225806452,0.5723300506740606,0.3306124447864991,0.3420037283520778,0.341871122891128,0.2371367998324319,0.2371367998324319,0.2371367998324319
pyotr-konchalovsky,0.20155038759689925,0.8671875,0.4703748488512697,1876,1956,0.6705882352941176,0.7439024390243902,0,post_impressionism,0.4835106382978723,0.8571428571428571,0.8115777525539158,0.9239678684849616,0.3344979785466592,0.3041666469022897,0.3417049483815867,0.2103744871240044,0.2103744871240044,0.2103744871240044
richard-gerstl,0.562015503875969,0.34375,0.6275695284159613,1883,1908,0.023529411764705882,0.07317073170731707,0,expressionism,0.034574468085106384,0.2857142857142857,1.0,0.1164901664145234,0.3478792623208506,0.1520617407514576,0.3397305604036422,0.3186406614475799,0.2203230197638415,0.3018633917633466
roger-fry,0.8242894056847545,0.046875,0.6058041112454655,1866,1934,0.5294117647058824,0.4146341463414634,0,post_impressionism,0.00425531914893617,0.1428571428571428,0.8,0.7681673827760135,0.3621893764840834,0.2691197104597826,0.3595989264460959,0.2551080372419318,0.2551080372419318,0.2551080372419318
salvador-dali,0.8850129198966408,0.5625,0.996372430471584,1904,1989,0.7294117647058823,0.8536585365853658,0,expressionism,0.2409574468085106,0.8571428571428571,0.8980477223427332,0.9256807866868382,0.4266865956788844,0.4413881233486863,0.441216983473,0.2943270231777299,0.2943270231777299,0.2943270231777299
suzanne-valadon,0.7790697674418605,0.28125,0.7049576783555018,1865,1938,0.5882352941176471,0.6707317073170732,1,post_impressionism,0.02021276595744681,0.0,0.4222222222222222,0.7126844759947693,0.2538447231832323,0.2625909675215944,0.2624891528529146,0.2470765565817169,0.2470765565817169,0.2470765565817169
